Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score
3349,536,8,97.8,1,2,3,123,6
3228,338,8,97.8,1,2,3,123,6
2332,15,13,97.8,4,4,3,443,11
4717,228,15,97.72,2,4,3,243,9
2154,290,11,97.7,1,3,3,133,7
2589,245,18,97.64,2,4,3,243,9
2502,259,14,97.62,2,4,3,243,9
1183,184,16,97.6,2,4,3,243,9
3099,165,12,97.6,2,3,3,233,8
4230,55,9,97.6,4,2,3,423,9
4821,32,14,97.59,4,4,3,443,11
2525,44,11,97.54,4,3,3,433,10
4313,155,10,97.42,2,3,3,233,8
1882,96,6,97.4,3,1,3,313,7
1391,131,13,97.4,3,4,3,343,10
1814,40,12,97.4,4,3,3,433,10
4765,178,8,97.35,2,2,3,223,7
1372,188,10,97.3,2,3,3,233,8
4068,19,12,97.3,4,3,3,433,10
4691,79,8,97.26,3,2,3,323,8
1731,40,12,97.2,4,3,3,433,10
4610,164,12,97.05,2,3,3,233,8
4012,228,13,97.0,2,4,3,243,9
2047,10,12,96.8,4,3,3,433,10
1488,32,8,96.8,4,2,3,423,9
4993,324,10,96.78,1,3,3,133,7
1176,135,14,96.65,3,4,3,343,10
3215,162,10,96.64,2,3,3,233,8
2803,430,11,96.62,1,3,3,133,7
3842,77,9,96.6,3,2,3,323,8
1363,77,13,96.6,3,4,3,343,10
1206,229,14,96.6,2,4,3,243,9
2897,337,6,96.6,1,1,3,113,5
3643,101,15,96.59,3,4,3,343,10
4105,27,10,96.5,4,3,3,433,10
3693,44,8,96.5,4,2,3,423,9
1032,129,16,96.46,3,4,3,343,10
3745,126,13,96.44,3,4,3,343,10
3022,45,9,96.4,4,2,3,423,9
3262,22,16,96.4,4,4,3,443,11
2751,330,11,96.37,1,3,3,133,7
3323,21,11,96.36,4,3,3,433,10
4715,385,12,96.3,1,3,3,133,7
2515,161,12,96.28,2,3,3,233,8
4892,261,12,96.2,2,3,3,233,8
3153,83,16,96.2,3,4,3,343,10
2901,508,8,96.15,1,2,3,123,6
2641,304,12,96.1,1,3,3,133,7
1432,148,11,96.1,2,3,3,233,8
2982,188,12,95.9,2,3,3,233,8
4932,40,14,95.9,4,4,3,443,11
1856,65,8,95.9,3,2,3,323,8
2910,26,15,95.8,4,4,3,443,11
2556,124,10,95.8,3,3,3,333,9
2208,153,8,95.8,2,2,3,223,7
1553,162,14,95.7,2,4,3,243,9
4796,127,14,95.6,3,4,3,343,10
4688,89,16,95.6,3,4,3,343,10
4676,349,12,95.5,1,3,3,133,7
3117,91,12,95.5,3,3,3,333,9
2535,50,13,95.5,4,4,3,443,11
4467,38,11,95.4,4,3,3,433,10
4862,229,12,95.3,2,3,3,233,8
2049,84,9,95.3,3,2,3,323,8
2092,54,16,95.3,4,4,3,443,11
1479,229,14,95.29,2,4,3,243,9
2127,41,12,95.22,4,3,3,433,10
1278,21,15,95.2,4,4,3,443,11
4914,31,9,95.16,4,2,3,423,9
2054,15,12,95.12,4,3,3,433,10
2986,225,17,95.1,2,4,3,243,9
3100,221,12,95.1,2,3,3,233,8
1582,146,6,95.06,2,1,3,213,6
3312,6,9,95.05,4,2,3,423,9
1836,113,6,95.0,3,1,3,313,7
3972,205,14,95.0,2,4,3,243,9
1130,103,11,94.95,3,3,3,333,9
3433,90,7,94.9,3,2,3,323,8
2200,81,10,94.9,3,3,3,333,9
3882,72,12,94.85,3,3,3,333,9
1641,190,12,94.7,2,3,3,233,8
1043,354,8,94.69,1,2,3,123,6
1213,107,11,94.6,3,3,3,333,9
4214,84,13,94.6,3,4,3,343,10
1018,221,8,94.6,2,2,3,223,7
4750,100,11,94.52,3,3,3,333,9
1503,135,9,94.5,3,2,3,323,8
3089,74,11,94.5,3,3,3,333,9
4232,11,12,94.45,4,3,3,433,10
1335,73,12,94.45,3,3,3,333,9
2170,195,10,94.45,2,3,3,233,8
3343,234,10,94.44,2,3,3,233,8
1086,2,14,94.4,4,4,3,443,11
4969,218,13,94.36,2,4,3,243,9
4036,218,12,94.35,2,3,3,233,8
2906,175,11,94.35,2,3,3,233,8
2290,111,11,94.2,3,3,3,333,9
4678,13,12,94.2,4,3,3,433,10
4269,273,9,94.2,2,2,3,223,7
1108,153,12,94.06,2,3,3,233,8
1967,64,15,93.95,3,4,3,343,10
1473,89,10,93.9,3,3,3,333,9
1109,268,12,93.9,2,3,3,233,8
2265,96,14,93.85,3,4,3,343,10
1611,270,10,93.85,2,3,3,233,8
2419,130,9,93.8,3,2,3,323,8
1899,67,12,93.64,3,3,3,333,9
4890,107,12,93.6,3,3,3,333,9
3713,333,8,93.6,1,2,3,123,6
2306,82,13,93.54,3,4,3,343,10
4050,177,9,93.5,2,2,3,223,7
1293,65,11,93.46,3,3,3,333,9
3996,121,6,93.4,3,1,3,313,7
1443,82,11,93.4,3,3,3,333,9
2137,614,4,93.3,1,1,3,113,5
1532,193,6,93.3,2,1,3,213,6
1923,24,12,93.15,4,3,3,433,10
1515,32,13,93.1,4,4,3,443,11
2947,167,7,93.1,2,2,3,223,7
4923,98,13,93.07,3,4,3,343,10
4345,336,6,93.06,1,1,3,113,5
4997,3,6,93.0,4,1,3,413,8
2376,216,8,93.0,2,2,3,223,7
2149,221,9,93.0,2,2,3,223,7
3083,467,10,92.95,1,3,3,133,7
1377,291,11,92.9,1,3,3,133,7
3894,17,12,92.9,4,3,3,433,10
2792,67,15,92.9,3,4,3,343,10
2764,2,13,92.75,4,4,3,443,11
1355,102,13,92.7,3,4,3,343,10
4059,237,9,92.7,2,2,3,223,7
1551,141,13,92.7,3,4,3,343,10
1288,458,7,92.68,1,2,3,123,6
4008,225,9,92.62,2,2,3,223,7
3527,92,12,92.62,3,3,3,333,9
3205,19,13,92.6,4,4,3,443,11
1427,34,16,92.4,4,4,3,443,11
3109,184,9,92.4,2,2,3,223,7
3797,105,14,92.4,3,4,3,343,10
2439,60,10,92.34,3,3,3,333,9
2579,266,6,92.3,2,1,3,213,6
1893,270,8,92.3,2,2,3,223,7
3672,216,13,92.2,2,4,3,243,9
4634,229,8,92.2,2,2,3,223,7
3104,209,18,92.15,2,4,3,243,9
4308,25,19,92.12,4,4,3,443,11
4180,49,13,92.11,4,4,3,443,11
1797,411,11,92.09,1,3,3,133,7
4596,208,10,92.0,2,3,3,233,8
1281,211,9,91.9,2,2,3,223,7
4283,558,7,91.9,1,2,3,123,6
1838,280,10,91.9,2,3,3,233,8
3321,5,14,91.8,4,4,3,443,11
3799,415,6,91.8,1,1,3,113,5
4119,235,9,91.8,2,2,3,223,7
3661,33,12,91.74,4,3,3,433,10
2971,337,7,91.62,1,2,3,123,6
4038,54,14,91.6,4,4,3,443,11
4456,144,17,91.55,2,4,3,243,9
4406,217,17,91.42,2,4,3,243,9
1033,198,12,91.3,2,3,3,233,8
1966,433,16,91.24,1,4,3,143,8
4054,238,5,91.2,2,1,3,213,6
2569,167,7,91.1,2,2,3,223,7
2019,46,18,91.1,4,4,3,443,11
4808,132,11,91.08,3,3,3,333,9
2217,28,8,91.05,4,2,3,423,9
3334,241,9,91.0,2,2,3,223,7
3471,79,10,90.9,3,3,3,333,9
3306,1,16,90.8,4,4,3,443,11
2532,177,12,90.75,2,3,3,233,8
1320,345,10,90.72,1,3,3,133,7
3193,333,13,90.6,1,4,3,143,8
2279,400,8,90.6,1,2,3,123,6
3315,41,13,90.5,4,4,3,443,11
1069,132,10,90.45,3,3,3,333,9
3913,284,12,90.42,1,3,3,133,7
3646,144,9,90.4,2,2,3,223,7
2916,200,13,90.39,2,4,3,243,9
1371,233,6,90.3,2,1,3,213,6
4098,327,11,90.1,1,3,3,133,7
2131,125,12,90.0,3,3,3,333,9
3778,27,12,89.9,4,3,3,433,10
3185,303,11,89.9,1,3,3,133,7
3138,255,13,89.9,2,4,3,243,9
4204,75,10,89.84,3,3,3,333,9
1011,21,13,89.8,4,4,3,443,11
4106,127,13,89.8,3,4,3,343,10
4084,57,11,89.8,4,3,3,433,10
4206,384,14,89.75,1,4,3,143,8
2355,159,12,89.7,2,3,3,233,8
3556,91,10,89.66,3,3,3,333,9
4464,70,17,89.6,3,4,3,343,10
2237,324,9,89.6,1,2,3,123,6
3524,395,12,89.55,1,3,3,133,7
2277,346,7,89.46,1,2,3,123,6
4226,24,9,89.45,4,2,3,423,9
2975,67,13,89.4,3,4,3,343,10
1308,291,8,89.4,1,2,3,123,6
3029,213,6,89.36,2,1,3,213,6
1010,152,12,89.36,2,3,3,233,8
4127,48,11,89.35,4,3,3,433,10
1155,3,8,89.3,4,2,3,423,9
4641,31,10,89.3,4,3,3,433,10
3744,22,12,89.3,4,3,3,433,10
1982,16,7,89.2,4,2,3,423,9
3586,220,8,89.2,2,2,3,223,7
1079,112,6,89.1,3,1,3,313,7
3849,380,12,89.01,1,3,3,133,7
1648,243,10,89.0,2,3,3,233,8
2273,33,14,89.0,4,4,3,443,11
1328,281,10,88.82,1,3,3,133,7
2938,188,7,88.8,2,2,3,223,7
3686,123,8,88.6,3,2,3,323,8
3757,189,18,88.55,2,4,3,243,9
2932,285,17,88.5,1,4,3,143,8
2781,212,13,88.5,2,4,3,243,9
3765,201,9,88.4,2,2,3,223,7
4915,103,16,88.4,3,4,3,343,10
4976,166,7,88.4,2,2,3,223,7
2212,63,12,88.4,3,3,3,333,9
1309,273,11,88.35,2,3,3,233,8
1100,293,10,88.3,1,3,3,133,7
4498,255,11,88.2,2,3,3,233,8
4039,3,12,88.2,4,3,3,433,10
1816,496,10,88.11,1,3,3,133,7
2874,112,16,88.1,3,4,3,343,10
3614,246,10,88.1,2,3,3,233,8
1442,121,13,88.1,3,4,3,343,10
4782,136,10,88.05,3,3,3,333,9
4109,87,13,87.95,3,4,3,343,10
2972,223,10,87.9,2,3,3,233,8
4710,235,9,87.9,2,2,3,223,7
1076,77,13,87.9,3,4,3,343,10
4925,377,11,87.89,1,3,3,133,7
2242,208,12,87.82,2,3,3,233,8
3668,12,13,87.8,4,4,3,443,11
2564,169,10,87.8,2,3,3,233,8
4344,238,9,87.8,2,2,3,223,7
1837,174,12,87.75,2,3,3,233,8
3748,78,11,87.7,3,3,3,333,9
3907,66,8,87.7,3,2,3,323,8
3773,33,8,87.6,4,2,3,423,9
2445,427,8,87.6,1,2,3,123,6
3857,56,14,87.4,4,4,3,443,11
4924,107,14,87.4,3,4,3,343,10
1723,22,10,87.34,4,3,3,433,10
1749,360,8,87.34,1,2,3,123,6
4617,401,9,87.3,1,2,3,123,6
4040,271,11,87.3,2,3,3,233,8
4249,26,11,87.28,4,3,3,433,10
4007,7,11,87.2,4,3,3,433,10
3848,42,14,87.12,4,4,3,443,11
1103,403,10,87.1,1,3,3,133,7
4806,36,11,87.0,4,3,3,433,10
4986,332,12,86.95,1,3,3,133,7
4929,156,14,86.95,2,4,3,243,9
3443,68,8,86.9,3,2,3,323,8
2011,7,18,86.86,4,4,3,443,11
3282,191,11,86.83,2,3,3,233,8
4837,28,10,86.8,4,3,3,433,10
3430,258,16,86.8,2,4,3,243,9
2467,84,12,86.8,3,3,3,333,9
2865,56,8,86.8,4,2,3,423,9
1521,369,6,86.8,1,1,3,113,5
3365,66,15,86.75,3,4,3,343,10
2029,175,11,86.7,2,3,3,233,8
2832,58,11,86.65,3,3,3,333,9
2413,17,14,86.65,4,4,3,443,11
3806,124,7,86.6,3,2,3,323,8
1168,299,9,86.6,1,2,3,123,6
1743,47,14,86.6,4,4,3,443,11
2436,36,11,86.6,4,3,3,433,10
1384,11,15,86.6,4,4,3,443,11
2643,29,12,86.55,4,3,3,433,10
3059,382,9,86.54,1,2,3,123,6
1398,259,8,86.51,2,2,3,223,7
2434,103,7,86.5,3,2,3,323,8
3596,254,12,86.5,2,3,3,233,8
4392,32,12,86.42,4,3,3,433,10
4296,126,10,86.4,3,3,3,333,9
2570,128,11,86.4,3,3,3,333,9
1796,57,14,86.4,4,4,3,443,11
4291,21,14,86.36,4,4,3,443,11
2266,91,9,86.3,3,2,3,323,8
1412,44,12,86.27,4,3,3,433,10
4577,56,6,86.25,4,1,3,413,8
4113,139,12,86.2,3,3,3,333,9
2777,212,10,86.2,2,3,3,233,8
4989,194,10,86.2,2,3,3,233,8
2660,475,4,86.2,1,1,3,113,5
3935,181,8,86.2,2,2,3,223,7
3680,36,9,86.12,4,2,3,423,9
2233,124,9,86.05,3,2,3,323,8
4022,152,8,86.0,2,2,3,223,7
3775,64,15,86.0,3,4,3,343,10
4146,324,15,85.9,1,4,3,143,8
1392,254,6,85.9,2,1,3,213,6
2543,139,10,85.85,3,3,3,333,9
1719,104,13,85.84,3,4,3,343,10
2915,421,4,85.8,1,1,3,113,5
1748,297,19,85.8,1,4,3,143,8
4382,47,4,85.8,4,1,3,413,8
2905,69,6,85.8,3,1,3,313,7
3167,56,7,85.7,4,2,3,423,9
1807,12,6,85.7,4,1,3,413,8
2883,79,10,85.7,3,3,3,333,9
3295,155,10,85.63,2,3,3,233,8
1910,61,10,85.6,3,3,3,333,9
2449,175,8,85.6,2,2,3,223,7
2500,24,9,85.55,4,2,3,423,9
1601,21,6,85.5,4,1,3,413,8
3537,97,12,85.5,3,3,3,333,9
1528,106,8,85.5,3,2,3,323,8
2428,131,17,85.45,3,4,3,343,10
1614,70,4,85.42,3,1,3,313,7
3924,62,14,85.4,3,4,3,343,10
1820,267,10,85.4,2,3,3,233,8
2689,244,15,85.4,2,4,3,243,9
3639,396,9,85.4,1,2,3,123,6
2256,131,9,85.35,3,2,3,323,8
1952,37,10,85.3,4,3,3,433,10
1687,439,11,85.3,1,3,3,133,7
1778,373,6,85.3,1,1,3,113,5
2649,32,9,85.2,4,2,3,423,9
3184,40,14,85.2,4,4,3,443,11
1127,76,12,85.16,3,3,3,333,9
3530,560,6,85.14,1,1,3,113,5
4603,343,10,85.12,1,3,3,133,7
3681,77,10,85.1,3,3,3,333,9
4492,199,9,85.0,2,2,3,223,7
3559,181,12,84.92,2,3,3,233,8
3599,39,11,84.85,4,3,3,433,10
1474,154,12,84.8,2,3,3,233,8
4538,32,8,84.8,4,2,3,423,9
2665,261,4,84.66,2,1,3,213,6
3311,182,8,84.66,2,2,3,223,7
4076,222,12,84.6,2,3,3,233,8
1226,48,10,84.55,4,3,3,433,10
3363,1,13,84.5,4,4,3,443,11
3084,65,14,84.5,3,4,3,343,10
2014,190,19,84.5,2,4,3,243,9
1526,34,11,84.49,4,3,3,433,10
2884,2,8,84.45,4,2,3,423,9
3079,295,8,84.3,1,2,3,123,6
2587,211,13,84.25,2,4,3,243,9
2287,14,8,84.2,4,2,3,423,9
3154,191,11,84.12,2,3,3,233,8
2065,342,14,84.0,1,4,3,143,8
2005,99,13,83.99,3,4,3,343,10
4221,306,8,83.96,1,2,3,123,6
3574,55,14,83.9,4,4,3,443,11
4064,104,6,83.9,3,1,3,313,7
3592,16,14,83.86,4,4,3,443,11
3161,52,9,83.7,4,2,3,423,9
1581,139,6,83.7,3,1,3,313,7
2495,155,11,83.7,2,3,3,233,8
2073,195,9,83.65,2,2,3,223,7
2551,70,6,83.6,3,1,3,313,7
3703,197,12,83.5,2,3,3,233,8
4543,68,6,83.5,3,1,3,313,7
2221,12,6,83.42,4,1,3,413,8
3619,267,10,83.4,2,3,3,233,8
2638,446,5,83.4,1,1,3,113,5
2169,59,11,83.4,3,3,3,333,9
4228,256,13,83.36,2,4,3,243,9
2775,54,10,83.3,4,3,3,433,10
4233,197,11,83.3,2,3,3,233,8
1224,466,4,83.3,1,1,3,113,5
3627,542,4,83.3,1,1,3,113,5
2316,205,6,83.16,2,1,3,213,6
2288,213,12,83.12,2,3,3,233,8
1994,86,12,83.1,3,3,3,333,9
4148,265,12,83.05,2,3,3,233,8
1034,596,9,83.05,1,2,3,123,6
1152,164,8,83.05,2,2,3,223,7
2386,25,12,83.0,4,3,3,433,10
1736,123,12,83.0,3,3,3,333,9
1564,68,8,83.0,3,2,3,323,8
3049,328,4,82.9,1,1,3,113,5
1647,10,7,82.88,4,2,3,423,9
4613,227,12,82.82,2,3,3,233,8
3982,92,15,82.79,3,4,3,343,10
4749,318,9,82.75,1,2,3,123,6
4940,131,8,82.75,3,2,3,323,8
1340,42,14,82.7,4,4,3,443,11
2683,141,8,82.7,3,2,3,323,8
2872,102,8,82.69,3,2,3,323,8
2071,77,10,82.66,3,3,3,333,9
4375,86,12,82.6,3,3,3,333,9
4662,43,15,82.54,4,4,3,443,11
2225,246,10,82.5,2,3,3,233,8
2930,282,14,82.5,1,4,3,143,8
4126,419,7,82.4,1,2,3,123,6
2000,129,7,82.4,3,2,3,323,8
1725,429,6,82.35,1,1,3,113,5
2762,12,9,82.35,4,2,3,423,9
1420,22,11,82.35,4,3,3,433,10
3868,133,5,82.35,3,1,3,313,7
3013,131,13,82.3,3,4,3,343,10
4869,271,10,82.3,2,3,3,233,8
2319,234,6,82.3,2,1,3,213,6
2331,32,13,82.22,4,4,3,443,11
4396,201,4,82.22,2,1,3,213,6
3468,46,11,82.2,4,3,3,433,10
3053,5,9,82.2,4,2,3,423,9
2122,267,10,82.15,2,3,3,233,8
2754,242,10,82.1,2,3,3,233,8
3544,270,10,82.1,2,3,3,233,8
3704,93,12,82.1,3,3,3,333,9
1303,113,14,82.0,3,4,3,343,10
1315,53,6,82.0,4,1,3,413,8
1851,172,10,82.0,2,3,3,233,8
1696,87,13,81.95,3,4,3,343,10
1804,30,9,81.9,4,2,3,423,9
4398,51,10,81.9,4,3,3,433,10
1993,175,9,81.9,2,2,3,223,7
2269,101,6,81.9,3,1,3,313,7
4772,376,10,81.85,1,3,3,133,7
3171,439,3,81.8,1,1,3,113,5
3357,205,9,81.7,2,2,3,223,7
4690,375,9,81.7,1,2,3,123,6
2068,206,12,81.65,2,3,3,233,8
2973,382,12,81.6,1,3,3,133,7
2416,55,9,81.6,4,2,3,423,9
2139,258,12,81.6,2,3,3,233,8
3419,25,10,81.55,4,3,3,433,10
4761,113,12,81.55,3,3,3,333,9
2240,29,12,81.54,4,3,3,433,10
4638,422,8,81.52,1,2,3,123,6
2110,154,8,81.5,2,2,3,223,7
3375,248,7,81.5,2,2,3,223,7
3456,111,13,81.5,3,4,3,343,10
1638,293,8,81.5,1,2,3,123,6
1520,307,6,81.5,1,1,3,113,5
3850,118,8,81.5,3,2,3,323,8
3590,214,13,81.42,2,4,3,243,9
1800,152,12,81.4,2,3,3,233,8
3273,95,9,81.4,3,2,3,323,8
4367,45,12,81.31,4,3,3,433,10
2404,76,11,81.3,3,3,3,333,9
3609,18,10,81.3,4,3,3,433,10
2724,244,6,81.2,2,1,3,213,6
3479,281,8,81.2,1,2,3,123,6
4306,2,12,81.15,4,3,3,433,10
2989,334,11,81.1,1,3,3,133,7
4471,305,9,81.0,1,2,3,123,6
1142,200,8,81.0,2,2,3,223,7
4461,320,9,81.0,1,2,3,123,6
4894,7,8,81.0,4,2,3,423,9
1833,159,10,80.8,2,3,3,233,8
1141,380,9,80.8,1,2,3,123,6
3756,28,10,80.7,4,3,3,433,10
3735,32,9,80.7,4,2,3,423,9
1857,111,5,80.7,3,1,3,313,7
1053,174,12,80.7,2,3,3,233,8
2218,181,13,80.6,2,4,3,243,9
2790,0,8,80.5,4,2,3,423,9
3036,103,16,80.44,3,4,3,343,10
4067,75,6,80.4,3,1,3,313,7
3902,31,7,80.4,4,2,3,423,9
3158,452,9,80.4,1,2,3,123,6
3304,30,10,80.3,4,3,3,433,10
1075,41,11,80.3,4,3,3,433,10
1325,218,9,80.3,2,2,3,223,7
2513,15,12,80.3,4,3,3,433,10
2948,194,10,80.24,2,3,3,233,8
3899,6,16,80.2,4,4,3,443,11
3260,28,8,80.2,4,2,3,423,9
1552,720,2,80.1,1,1,3,113,5
1399,385,9,80.1,1,2,3,123,6
2159,166,8,80.06,2,2,3,223,7
4632,87,10,80.0,3,3,3,333,9
4154,181,8,80.0,2,2,3,223,7
3589,56,13,80.0,4,4,3,443,11
4536,108,11,80.0,3,3,3,333,9
4394,412,9,79.9,1,2,3,123,6
2514,58,10,79.9,3,3,3,333,9
1684,361,8,79.9,1,2,3,123,6
4842,22,12,79.89,4,3,3,433,10
2396,496,11,79.85,1,3,3,133,7
4133,156,13,79.8,2,4,3,243,9
2446,113,9,79.8,3,2,3,323,8
4286,109,13,79.8,3,4,3,343,10
4320,19,15,79.8,4,4,3,443,11
4212,243,11,79.75,2,3,3,233,8
1766,343,5,79.75,1,1,3,113,5
3811,189,21,79.6,2,4,3,243,9
4897,400,8,79.6,1,2,3,123,6
2708,316,6,79.5,1,1,3,113,5
1311,184,8,79.5,2,2,3,223,7
3149,704,3,79.5,1,1,3,113,5
4840,208,10,79.4,2,3,3,233,8
2942,332,12,79.35,1,3,3,133,7
2274,359,11,79.34,1,3,3,133,7
1424,82,6,79.3,3,1,3,313,7
3015,81,10,79.3,3,3,3,333,9
3236,179,10,79.2,2,3,3,233,8
1712,487,5,79.1,1,1,3,113,5
4058,0,7,78.99,4,2,3,423,9
2152,118,11,78.9,3,3,3,333,9
2241,73,9,78.9,3,2,3,323,8
3867,114,8,78.88,3,2,3,323,8
4144,54,8,78.8,4,2,3,423,9
2697,541,4,78.7,1,1,3,113,5
4740,89,10,78.7,3,3,3,333,9
1697,43,15,78.66,4,4,3,443,11
3227,30,15,78.66,4,4,3,443,11
3327,240,14,78.53,2,4,3,243,9
2379,102,6,78.5,3,1,3,313,7
1885,5,11,78.5,4,3,3,433,10
1345,162,10,78.36,2,3,3,233,8
3385,185,11,78.33,2,3,3,233,8
1161,291,7,78.3,1,2,3,123,6
3063,2,10,78.2,4,3,3,433,10
2800,89,13,78.15,3,4,3,343,10
3009,138,14,78.1,3,4,3,343,10
4334,50,15,78.05,4,4,3,443,11
4449,275,10,78.0,2,3,3,233,8
3447,33,13,78.0,4,4,3,443,11
2636,110,10,78.0,3,3,3,333,9
2410,39,11,78.0,4,3,3,433,10
2327,22,10,78.0,4,3,3,433,10
3658,95,9,77.9,3,2,3,323,8
2805,122,11,77.85,3,3,3,333,9
4835,21,13,77.84,4,4,3,443,11
4097,32,14,77.8,4,4,3,443,11
3280,170,6,77.8,2,1,3,213,6
2974,4,9,77.7,4,2,3,423,9
4322,27,11,77.7,4,3,3,433,10
4555,53,14,77.7,4,4,3,443,11
3241,101,9,77.6,3,2,3,323,8
2431,64,12,77.57,3,3,3,333,9
4319,52,14,77.56,4,4,3,443,11
2530,122,11,77.54,3,3,3,333,9
1349,17,11,77.52,4,3,3,433,10
2876,61,12,77.32,3,3,3,333,9
1461,9,8,77.3,4,2,3,423,9
2871,10,8,77.25,4,2,3,423,9
2630,318,7,77.24,1,2,3,123,6
3660,442,10,77.2,1,3,3,133,7
2653,23,12,77.15,4,3,3,433,10
3673,125,8,76.95,3,2,3,323,8
2038,227,10,76.95,2,3,3,233,8
4199,1,11,76.94,4,3,3,433,10
4363,182,6,76.9,2,1,3,213,6
4314,242,17,76.9,2,4,3,243,9
2505,30,11,76.9,4,3,3,433,10
4037,1,10,76.9,4,3,3,433,10
2979,143,10,76.85,2,3,3,233,8
3724,19,6,76.8,4,1,3,413,8
4004,234,10,76.8,2,3,3,233,8
4411,161,6,76.8,2,1,3,213,6
1969,160,14,76.76,2,4,3,243,9
1215,346,9,76.71,1,2,3,123,6
2464,164,8,76.7,2,2,3,223,7
2902,136,7,76.7,3,2,3,323,8
1339,32,12,76.7,4,3,3,433,10
4372,153,16,76.65,2,4,3,243,9
3368,296,6,76.65,1,1,3,113,5
4659,369,8,76.6,1,2,3,123,6
1974,241,5,76.6,2,1,3,213,6
4121,59,15,76.52,3,4,3,343,10
3237,185,13,76.5,2,4,3,243,9
4527,73,11,76.5,3,3,3,333,9
2958,199,10,76.4,2,3,3,233,8
3038,353,12,76.3,1,3,3,133,7
2407,295,10,76.3,1,3,3,133,7
2999,149,8,76.3,2,2,3,223,7
4504,117,14,76.3,3,4,3,343,10
1660,157,7,76.25,2,2,3,223,7
2132,376,11,76.2,1,3,3,133,7
3519,17,13,76.2,4,4,3,443,11
4240,26,15,76.17,4,4,3,443,11
1955,320,8,76.12,1,2,3,123,6
4786,395,7,76.1,1,2,3,123,6
4459,12,12,76.1,4,3,3,433,10
2571,166,8,76.1,2,2,3,223,7
2864,149,10,76.04,2,3,3,233,8
3808,134,10,76.0,3,3,3,333,9
3930,171,8,76.0,2,2,3,223,7
2696,119,11,76.0,3,3,3,333,9
1506,370,5,76.0,1,1,3,113,5
1987,76,9,76.0,3,2,3,323,8
4066,393,8,75.9,1,2,3,123,6
3210,7,8,75.9,4,2,3,423,9
1012,41,11,75.86,4,3,3,433,10
4268,249,12,75.75,2,3,3,233,8
2565,93,12,75.74,3,3,3,333,9
3866,176,10,75.7,2,3,3,233,8
3853,179,6,75.7,2,1,3,213,6
1055,219,6,75.7,2,1,3,213,6
3223,511,3,75.6,1,1,3,113,5
4500,205,10,75.6,2,3,3,233,8
3831,77,12,75.55,3,3,3,333,9
3106,598,8,75.54,1,2,3,123,6
2483,63,8,75.5,3,2,3,323,8
3407,280,9,75.5,2,2,3,223,7
2877,264,6,75.5,2,1,3,213,6
1017,91,11,75.49,3,3,3,333,9
4371,192,9,75.45,2,2,3,223,7
2613,129,17,75.45,3,4,3,343,10
3132,123,10,75.4,3,3,3,333,9
4838,333,8,75.3,1,2,3,123,6
1171,239,10,75.3,2,3,3,233,8
2766,133,7,75.2,3,2,3,323,8
3999,44,13,75.2,4,4,3,443,11
2026,411,4,75.2,1,1,3,113,5
1014,88,10,75.1,3,3,3,333,9
2610,70,7,75.04,3,2,3,323,8
3839,473,9,75.0,1,2,3,123,6
3033,461,8,75.0,1,2,3,123,6
1354,29,13,74.95,4,4,3,443,11
3035,31,13,74.9,4,4,3,443,11
3027,106,9,74.9,3,2,3,323,8
2448,1,17,74.9,4,4,3,443,11
2243,106,10,74.9,3,3,3,333,9
4910,35,6,74.9,4,1,3,413,8
3439,127,11,74.9,3,3,3,333,9
2561,133,9,74.85,3,2,3,323,8
3127,392,10,74.8,1,3,3,133,7
4195,90,10,74.76,3,3,3,333,9
2481,36,6,74.76,4,1,3,413,8
2188,32,10,74.75,4,3,2,432,9
3570,119,11,74.7,3,3,2,332,8
1911,211,7,74.66,2,2,2,222,6
1113,147,11,74.65,2,3,2,232,7
2544,335,9,74.6,1,2,2,122,5
3905,194,16,74.59,2,4,2,242,8
2312,229,9,74.5,2,2,2,222,6
4728,115,10,74.49,3,3,2,332,8
1900,97,10,74.44,3,3,2,332,8
1234,40,10,74.44,4,3,2,432,9
3486,7,12,74.4,4,3,2,432,9
2695,179,8,74.3,2,2,2,222,6
2211,31,13,74.3,4,4,2,442,10
2940,53,11,74.2,4,3,2,432,9
2207,266,8,74.2,2,2,2,222,6
2575,292,4,74.2,1,1,2,112,4
4908,224,7,74.19,2,2,2,222,6
1544,308,9,74.16,1,2,2,122,5
1426,175,10,74.04,2,3,2,232,7
3339,22,9,74.0,4,2,2,422,8
2795,238,12,74.0,2,3,2,232,7
4762,61,13,73.98,3,4,2,342,9
3665,98,8,73.96,3,2,2,322,7
2441,180,15,73.92,2,4,2,242,8
3254,72,10,73.92,3,3,2,332,8
4558,269,6,73.9,2,1,2,212,5
4813,148,7,73.9,2,2,2,222,6
4706,37,6,73.9,4,1,2,412,7
1020,78,10,73.84,3,3,2,332,8
4025,56,12,73.82,4,3,2,432,9
2969,22,8,73.7,4,2,2,422,8
1102,186,10,73.7,2,3,2,232,7
3587,147,11,73.62,2,3,2,232,7
2181,190,7,73.6,2,2,2,222,6
1123,48,11,73.6,4,3,2,432,9
3034,222,10,73.5,2,3,2,232,7
1019,385,2,73.5,1,1,2,112,4
3645,18,11,73.5,4,3,2,432,9
1670,38,9,73.5,4,2,2,422,8
2250,76,8,73.4,3,2,2,322,7
3320,627,6,73.4,1,1,2,112,4
